,description,name,price,img,size,color,composition,care
99,신축성 있는 허리 디자인의 하이웨이스트 팬츠. 앞면에 패치 포켓이 있음. 모델 신장: 177cm,캐롯 니트 팬츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_1_1_1.jpg?ts=1582024274583', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_1_1.jpg?ts=1580833921159', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_2_1.jpg?ts=1580834049263', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_3_1.jpg?ts=1580833929541', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_4_1.jpg?ts=1580834002585', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_5_1.jpg?ts=1580833994984', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_6_1.jpg?ts=1580834009945', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_2_7_1.jpg?ts=1580834018117', '//static.zara.net/photos///2020/V/0/1/p/6254/018/800/2/w/560/6254018800_6_1_1.jpg?ts=1580833930552']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ', 'XL (KR 28) ']",블랙,"[{'겉감': '56% 비스코스, 28% 폴리에스터, 16% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
100,긴소매 라운드넥 크롭 스웨터. 플라워 모양으로 텍스처가 있는 패브릭 디테일. 모델 신장: 177cm,스트라이프 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_1_1_1.jpg?ts=1581440017012', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_2_1_1.jpg?ts=1581440055627', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_2_2_1.jpg?ts=1581440109990', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_2_3_1.jpg?ts=1581440037338', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_2_4_1.jpg?ts=1581440035466', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_2_5_1.jpg?ts=1581440041962', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_2_6_1.jpg?ts=1581440101188', '//static.zara.net/photos///2020/V/0/1/p/6771/024/067/2/w/560/6771024067_6_1_1.jpg?ts=1581440106019']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림 / 레드,"[{'겉감': '76% 면, 24% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
101,라운드넥 반소매 스웨터. 리브드 마감. 모델 신장: 177cm,케이블 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_1_1_1.jpg?ts=1581440021563', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_2_1_1.jpg?ts=1581440092433', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_2_2_1.jpg?ts=1581440022918', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_2_3_1.jpg?ts=1581440032290', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_2_4_1.jpg?ts=1581440012215', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_2_5_1.jpg?ts=1581440087681', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_2_6_1.jpg?ts=1581440089958', '//static.zara.net/photos///2020/V/0/1/p/6873/014/712/2/w/560/6873014712_6_1_1.jpg?ts=1581440085652']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",크림,"[{'겉감': '36% 폴리에스터, 30% 아크릴, 21% 나일론, 8% 비스코스, 5% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
102,긴소매 하이넥 스웨터. 리브드 마감. 모델 신장: 177cm,프릴 자수 스웨터,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_1_1_1.jpg?ts=1580821102829', '//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_2_1_1.jpg?ts=1580821226501', '//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_2_2_1.jpg?ts=1580821230887', '//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_2_3_1.jpg?ts=1580821218182', '//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_2_4_1.jpg?ts=1580821225895', '//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_2_5_1.jpg?ts=1580821191464', '//static.zara.net/photos///2020/V/0/1/p/0021/006/712/2/w/560/0021006712_6_1_1.jpg?ts=1580821195974']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,[{'겉감': '몸통100% 아크릴'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
103,라운드넥 긴소매 쇼트 재킷. 리브드 마감. 앞면에서 라인 버튼으로 여밈. 모델 신장: 177cm,자수 니트 재킷,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_1_1_1.jpg?ts=1580828735409', '//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_2_1_1.jpg?ts=1580828704806', '//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_2_2_1.jpg?ts=1580828664190', '//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_2_3_1.jpg?ts=1580828712782', '//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_2_4_1.jpg?ts=1580828706170', '//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_2_5_1.jpg?ts=1580828686654', '//static.zara.net/photos///2020/V/0/1/p/0021/008/712/2/w/560/0021008712_6_1_1.jpg?ts=1580828681257']","['S (KR 55) ', 'M (KR 66) ']",크림,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
104,라운드넥 긴소매 타이트핏 스웨터. 모델 신장: 177cm,스트라이프 니트 스웨터,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_1_1_1.jpg?ts=1581438749789', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_2_1_1.jpg?ts=1581438582133', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_2_2_1.jpg?ts=1581438591273', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_2_3_1.jpg?ts=1581438622781', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_2_4_1.jpg?ts=1581438606861', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_2_5_1.jpg?ts=1581438625979', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_2_6_1.jpg?ts=1581438603947', '//static.zara.net/photos///2020/V/0/1/p/3859/016/620/3/w/560/3859016620_6_1_1.jpg?ts=1581438614917']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",로즈핑크,[{'겉감': '100% 폴리아미드'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
105,긴소매 라운드넥 스웨터. 플라워 모양 패브릭 디테일. 안감 처리가 되지 않은 디자인. 모델 신장: 177cm,크로셰 니트 스웨터,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_1_1_1.jpg?ts=1581438551372', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_2_1_1.jpg?ts=1581438623740', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_2_2_1.jpg?ts=1581438604799', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_2_3_1.jpg?ts=1581438621395', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_2_4_1.jpg?ts=1581438614192', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_2_5_1.jpg?ts=1581438612424', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_2_6_1.jpg?ts=1581438580191', '//static.zara.net/photos///2020/V/0/1/p/1957/001/620/3/w/560/1957001620_6_1_1.jpg?ts=1581438602532']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",로즈핑크,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '분리해서 세탁하십시오']"
106,브이넥 긴소매 스웨터. 배색된 진주 아플리케가 매치됨. 모델 신장: 177cm,펄 리본 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_1_1_1.jpg?ts=1580981449701', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_2_1_1.jpg?ts=1580981538265', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_2_2_1.jpg?ts=1580981524007', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_2_3_1.jpg?ts=1580981537258', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_2_4_1.jpg?ts=1580981516823', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_2_5_1.jpg?ts=1580981523067', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_2_6_1.jpg?ts=1580981511197', '//static.zara.net/photos///2020/V/0/1/p/3653/010/704/2/w/560/3653010704_6_1_1.jpg?ts=1580981500342']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",카멜,"[{'겉감': '63% 아크릴, 33% 폴리에스터, 4% 엘라스탄'}, {'겉감': '63% 아크릴, 33% 폴리에스터, 4% 엘라스탄'}, {'caution': '* 입체장식 제외'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
107,넓은 어깨끈이 달린 브이넥 롱 원피스. 모델 신장: 177cm,리브드 니트 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_1_1_1.jpg?ts=1581072852132', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_2_1_1.jpg?ts=1581062867668', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_2_2_1.jpg?ts=1582023307638', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_2_3_1.jpg?ts=1581062874319', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_2_4_1.jpg?ts=1581062872402', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_2_5_1.jpg?ts=1581062871494', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_2_6_1.jpg?ts=1581062882262', '//static.zara.net/photos///2020/V/0/1/p/5536/008/752/2/w/560/5536008752_6_1_1.jpg?ts=1581075734110']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",라이트 샌드,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
108,넓은 어깨끈이 달린 브이넥 롱 원피스. 모델 신장: 177cm,리브드 니트 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_1_1_1.jpg?ts=1581062477355', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_2_1_1.jpg?ts=1581062890452', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_2_2_1.jpg?ts=1581062883454', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_2_3_1.jpg?ts=1581062891612', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_2_4_1.jpg?ts=1581062890976', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_2_5_1.jpg?ts=1581062904364', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_2_6_1.jpg?ts=1581062909222', '//static.zara.net/photos///2020/V/0/1/p/5536/008/802/2/w/560/5536008802_6_1_1.jpg?ts=1581075734110']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
109,라운드넥 긴소매 니트 스웨터. 플라워와 프릴 모양으로 텍스처가 있는 소재. 모델 신장: 177cm,리미티드 에디션 팬시 스웨터,"99,000 원","['//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_1_1_1.jpg?ts=1581347775778', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_2_1_1.jpg?ts=1581347796733', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_2_2_1.jpg?ts=1581347786661', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_2_3_1.jpg?ts=1581347785357', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_2_4_1.jpg?ts=1581347784731', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_2_5_1.jpg?ts=1581347786180', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_2_6_1.jpg?ts=1581347798677', '//static.zara.net/photos///2020/V/0/1/p/0021/009/050/2/w/560/0021009050_6_1_1.jpg?ts=1581347811225']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",단색,[{'겉감': '100% 아크릴'}],"['최대 30 ºC로 손세탁', '표백제 사용 금지', '다리미질 금지', '드라이 클리닝 금지', '건조기 사용 금지', '평평한 바닥에 놓고 말리십시오']"
110,긴소매 라운드넥 가디건. 모델 신장: 177cm,니트 롱 가디건,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_1_1_1.jpg?ts=1582023483733', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_2_1_1.jpg?ts=1581335184197', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_2_2_1.jpg?ts=1581335196804', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_2_3_1.jpg?ts=1581335199642', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_2_4_1.jpg?ts=1581335187304', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_2_5_1.jpg?ts=1581335182471', '//static.zara.net/photos///2020/V/0/1/p/1509/006/501/2/w/560/1509006501_6_1_1.jpg?ts=1582027776279']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",암녹색,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
111,하이넥 반소매 원피스. 모델 신장: 177cm,미디 니트 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_1_1_1.jpg?ts=1581338133368', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_2_1_1.jpg?ts=1581338292070', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_2_2_1.jpg?ts=1581338258953', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_2_3_1.jpg?ts=1581338240432', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_2_4_1.jpg?ts=1581338280015', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_2_5_1.jpg?ts=1581338357009', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_2_6_1.jpg?ts=1581338396755', '//static.zara.net/photos///2020/V/0/1/p/1509/005/501/2/w/560/1509005501_6_1_1.jpg?ts=1582016486096']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",암녹색,"[{'겉감': '50% 아크릴, 50% 비스코스'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
112,울 혼방 소재 니트 스웨터. 벌룬 스타일 긴소매 하이넥 디자인. 텍스처가 있는 톤온톤 소재가 매치됨. 프릴 마감 밑단. 버튼으로 여미는 뒷면 트임. 모델 신장: 177cm,케이블 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_1_1_1.jpg?ts=1580744132151', '//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_2_1_1.jpg?ts=1580744132509', '//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_2_2_1.jpg?ts=1580744162353', '//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_2_3_1.jpg?ts=1580744140061', '//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_2_4_1.jpg?ts=1580744131849', '//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_2_5_1.jpg?ts=1580744147307', '//static.zara.net/photos///2020/V/0/1/p/6771/011/712/32/w/560/6771011712_6_1_1.jpg?ts=1580744140359']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",크림,"[{'겉감': '75% 아크릴, 15% 폴리아미드, 10% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
113,브이넥 긴소매 재킷. 앞면에 패치 포켓이 있음. 양 옆면 하단 트임 디테일. 리브드 마감. 배색된 버튼으로 앞면에서 여밈. 모델 신장: 177cm,포켓 니트 가디건,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_1_1_1.jpg?ts=1580734176912', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_1_1.jpg?ts=1580734225988', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_2_1.jpg?ts=1580734234289', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_3_1.jpg?ts=1580734189912', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_4_1.jpg?ts=1580734227908', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_5_1.jpg?ts=1580734212448', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_6_1.jpg?ts=1580734187992', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_2_7_1.jpg?ts=1580734179772', '//static.zara.net/photos///2020/V/0/1/p/6873/006/712/32/w/560/6873006712_6_1_1.jpg?ts=1582017287976']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '38% 폴리에스터, 31% 아크릴, 19% 나일론, 8% 비스코스, 4% 모직'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
114,브이넥 마감 라펠 칼라 긴소매 스웨터. 리브드 마감. 모델 신장: 177cm,소프트 이펙트 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_1_1_1.jpg?ts=1580740448724', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_2_1_1.jpg?ts=1580740493983', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_2_2_1.jpg?ts=1580740501725', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_2_3_1.jpg?ts=1580740494416', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_2_4_1.jpg?ts=1580740501785', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_2_5_1.jpg?ts=1580740491789', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_2_6_1.jpg?ts=1580740501833', '//static.zara.net/photos///2020/V/0/1/p/5536/012/712/32/w/560/5536012712_6_1_1.jpg?ts=1581676027141']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '46% 비스코스, 27% 폴리에스터, 27% 나일론'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
115,긴소매 하이넥 니트 스웨터. 배색 디테일이 매치됨. 모델 신장: 177cm,콤비 크롭 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_1_1_1.jpg?ts=1581506086012', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_2_1_1.jpg?ts=1581506207460', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_2_2_1.jpg?ts=1581506109744', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_2_3_1.jpg?ts=1581506120582', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_2_4_1.jpg?ts=1581506097759', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_2_5_1.jpg?ts=1581506207246', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_2_6_1.jpg?ts=1581506073610', '//static.zara.net/photos///2020/V/0/1/p/3597/111/800/3/w/560/3597111800_6_1_1.jpg?ts=1581506209897']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '51% 비스코스, 28% 폴리에스터, 21% 폴리아미드'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
116,면 혼방 소재 스웨터. 톤온톤 프릴 아플리케가 매치된 하이넥 슬리브리스 디자인. 리브드 마감. 모델 신장: 177cm,프릴 니트 스웨터,"45,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_1_1_1.jpg?ts=1581347641439', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_2_1_1.jpg?ts=1581347760906', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_2_2_1.jpg?ts=1581347776692', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_2_3_1.jpg?ts=1581347766774', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_2_4_1.jpg?ts=1581347772860', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_2_5_1.jpg?ts=1581347749532', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_2_6_1.jpg?ts=1581347767240', '//static.zara.net/photos///2020/V/0/1/p/6771/013/800/2/w/560/6771013800_6_1_1.jpg?ts=1582210694086']",['M (KR 66) '],블랙,"[{'겉감': '80% 면, 20% 폴리에스터'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
117,커프스 마감 긴소매 라운드넥 미디 원피스. 같은 소재의 리본 디테일. 모델 신장: 177cm,자카드 니트 원피스,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_1_1_1.jpg?ts=1581322523584', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_2_1_1.jpg?ts=1581322531108', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_2_2_1.jpg?ts=1581322537858', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_2_3_1.jpg?ts=1581322541646', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_2_4_1.jpg?ts=1581322554443', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_2_5_1.jpg?ts=1581322554716', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_2_6_1.jpg?ts=1581322546795', '//static.zara.net/photos///2020/V/0/1/p/1822/007/401/3/w/560/1822007401_6_1_1.jpg?ts=1581322555210']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",네이비,[{'겉감': '100% 폴리에스터'}],"['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
